Band,On Air ID,Area Served,Callsign,Frequency(kHz),Purpose,Polarisation,Antenna Height (m),Antenna Pattern,Maximum ERP (W),Maximum CMF (V),Transmitter Power (W),Technical Specification Number,Licence Number,Site Id,Site Name,Zone,Easting,Northing,Latitude,Longitude,State,BSL,Licence Area,Licence Area ID,Hours of Operation,Status
FM,Spirit,Hope Downs Village,6SAT,90.1,Retransmission,M,12,OD,50,,,1131144,1180683,136171,Hamersley Iron Admistration Building Hope Downs Village HOPE DOWNS,50,707040,7449400,23 03 03S,119 01 14E,WA,,,,,Issued
FM,Red FM,Hope Downs Village,6FMS,91.7,Retransmission,M,12,OD,50,,,1131145,1180682,136171,Hamersley Iron Admistration Building Hope Downs Village HOPE DOWNS,50,707040,7449400,23 03 03S,119 01 14E,WA,,,,,Issued
FM,Triple J,Hope Downs Village,6JJJ,93.3,Retransmission,M,12,OD,50,,,1131142,1180684,136171,Hamersley Iron Admistration Building Hope Downs Village HOPE DOWNS,50,707040,7449400,23 03 03S,119 01 14E,WA,,,,,Issued
FM,ABC Local Radio,Hope Downs Village,6ABCRR,94.9,Retransmission,M,12,OD,50,,,1131143,1180685,136171,Hamersley Iron Admistration Building Hope Downs Village HOPE DOWNS,50,707040,7449400,23 03 03S,119 01 14E,WA,,,,,Issued
FM,Rebel FM,Hope Vale,4RBL,104.5,Retransmission,M,20,OD,30,,,1130629,1143341,40704,BRACS Site HOPE VALE,55,296816,8308018,15 17 46S,145 06 27E,QLD,,,,,Issued
FM,ABC Local Radio,Hope Vale,4ABCRR,106.1,Retransmission,V,20,OD,30,,,10014113,1159344,40704,BRACS Site HOPE VALE,55,296816,8308018,15 17 46S,145 06 27E,QLD,,,,,Issued
FM,National Indigenous Radio Service,Hope Vale,4ACR,107.7,Community,M,10,OD,10,,,10003485,1154025,40704,BRACS Site HOPE VALE,55,296816,8308018,15 17 46S,145 06 27E,QLD,10191,HOPE VALE RA1,218,,Renewal Pending
FM,ABC Radio National,Hopetoun (VIC),3ABCRN,88.3,National,M,50,OD,500,,,10010000,1156096,153075,Broadcast Site 15km SW of HOPETOUN,54,616375,6031400,35 51 16S,142 17 19E,VIC,,,,,Issued
FM,,Hopetoun (WA),,97.3,HPON,M,12,OD,25,,,10000834,1187446,28630,Broadcast Site HOPETOUN,51,234100,6240500,33 56 32S,120 07 23E,WA,,,,,Issued
FM,Red FM,Hopetoun (WA),6FMS,103.7,Retransmission,M,12,OD,25,,,10000830,1155503,28630,Broadcast Site HOPETOUN,51,234100,6240500,33 56 32S,120 07 23E,WA,,,,,Issued
FM,ABC Local Radio,Hopetoun (WA),6ABCRR,105.3,National,M,11,OD,25,,,10007911,1152997,152602,Telstra NTA Site Table Hill HOPETOUN,51,234902,6241413,33 56 03S,120 07 55E,WA,,,,,Issued
FM,ABC Radio National,Hopetoun (WA),6ABCRN,106.9,National,M,11,OD,25,,,10007913,1152998,152602,Telstra NTA Site Table Hill HOPETOUN,51,234902,6241413,33 56 03S,120 07 55E,WA,,,,,Issued
FM,Triple H,Hornsby,2HHH,100.1,Community,M,30,DA,200,,,10008289,1170568,4189,Broadcast Site 10 Romsey St WAITARA,56,324061,6268196,33 42 41S,151 06 04E,NSW,1150154,HORNSBY RA1,726,,Issued
FM,ABC NewsRadio,Horsham,3PNN,89.3,National,M,180,OD,20000,,,1132643,1569069,40474,Broadcast Site HORSHAM,54,612121,5944090,36 38 31S,142 15 15E,VIC,,,,,Issued
FM,Triple H,Horsham,3HHH,96.5,Community,M,87,OD,500,,,6489001,1170862,47905,Broadcast/Comms Site 17-19 McLachlan St HORSHAM,54,607100,5936100,36 42 52S,142 11 57E,VIC,1150779,HORSHAM RA2,1111,,Issued
FM,ABC Radio National,Horsham,3ABCRN,99.7,National,V,41,OD,200,,,6486001,1156902,47905,Broadcast/Comms Site 17-19 McLachlan St HORSHAM,54,607100,5936100,36 42 52S,142 11 57E,VIC,,,,,Issued
FM,Mixx FM,Horsham,3WWM,101.3,Commercial,M,30,DA,20000,,,10008172,1151514,36754,Telstra Radio Terminal Site 26 km SE of Horsham MT ZERO,54,624779,5916844,36 53 09S,142 24 00E,VIC,10308,HORSHAM RA1,440,,Issued
FM,,Horsham,,102.9,HPON,M,30,OD,2000,,,10010638,1170830,41772,Karr Radio Site Henty Hwy HORSHAM,54,610070,5939600,36 40 57S,142 13 54E,VIC,,,,,Issued
FM,SBS Radio,Hughenden,4SBSFM,104.3,Retransmission,V,20,OD,100,,,1132713,1569019,20018,Flinders Shire Council Alyss Street HUGHENDEN,55,207120,7692245,20 50 48S,144 11 08E,QLD,,,,,Issued
FM,Triple J,Hughenden,4JJJ,105.9,Retransmission,V,20,OD,100,,,10013176,1158573,20018,Flinders Shire Council Alyss Street HUGHENDEN,55,207120,7692245,20 50 48S,144 11 08E,QLD,,,,,Issued
FM,ABC Radio National,Hughenden,4ABCRN,107.5,National,M,81,OD,50,,,1323001,1198755,53900,Broadcast Site Saleyards Rd HUGHENDEN,55,206973,7691971,20 50 57S,144 11 03E,QLD,,,,,Issued
FM,SBS Radio,Hungerford,4SBSFM,104.5,Retransmission,M,10,OD,50,,,1132547,1194745,152589,Broadcast Site HUNGERFORD,55,247600,6789540,28 59 50S,144 24 33E,QLD,,,,,Issued
FM,ABC Local Radio,Hungerford,4ABCRR,106.1,Retransmission,V,10,OD,50,,,10013650,1158927,152589,Broadcast Site HUNGERFORD,55,247600,6789540,28 59 50S,144 24 33E,QLD,,,,,Issued
FM,Huon FM,Huon Valley,7RGY,98.5,Community,M,30,OD,250,,,10010810,1139896,700532,Vodafone Site HERRINGBACK,55,511387,5238165,43 00 32S,147 08 23E,TAS,3081,HUON VALLEY RA1,1154,,Issued
FM,Red FM,Hyden,6FMS,102.1,s212 Retransmission,M,20,OD,25,,,1132584,1191506,602912,Broadcast Site Clayton Street HYDEN,50,675280,6408430,32 26 51S,118 51 53E,WA,,,,,Issued
FM,ABC Local Radio,Ilfracombe,4ABCRR,97.9,Retransmission,M,10,OD,30,,,1132379,1190781,153088,Broadcast Site Council Depot ILFRACOMBE,55,245122,7399900,23 29 27S,144 30 15E,QLD,,,,,Issued
FM,ABC Radio National,Ilfracombe,4ABCRN,100.3,Retransmission,M,10,OD,30,,,1132380,1190785,153088,Broadcast Site Council Depot ILFRACOMBE,55,245122,7399900,23 29 27S,144 30 15E,QLD,,,,,Issued
FM,Triple J,Ilfracombe,4JJJ,102.7,Retransmission,M,10,OD,30,,,1132381,1190777,153088,Broadcast Site Council Depot ILFRACOMBE,55,245122,7399900,23 29 27S,144 30 15E,QLD,,,,,Issued
FM,ABC NewsRadio,Illawarra,2PNN,90.9,National,M,167,DA,150000,,,10012793,1917187,40499,Broadcast Australia Analog Television Mast KNIGHTS HILL,56,288539,6166096,34 37 30S,150 41 36E,NSW,,,,,Issued
FM,ABC Classic FM,Illawarra,2ABCFM,95.7,National,M,167,DA,150000,,,3008901,1150262,40499,Broadcast Australia Analog Television Mast KNIGHTS HILL,56,288539,6166096,34 37 30S,150 41 36E,NSW,,,,,Issued
FM,ABC Illawarra,Illawarra,2ILA,97.3,National,M,167,DA,150000,,,2111601,1150268,40499,Broadcast Australia Analog Television Mast KNIGHTS HILL,56,288539,6166096,34 37 30S,150 41 36E,NSW,,,,,Issued
FM,Triple J,Illawarra,2JJJ,98.9,National,M,167,DA,150000,,,7335001,1153116,40499,Broadcast Australia Analog Television Mast KNIGHTS HILL,56,288539,6166096,34 37 30S,150 41 36E,NSW,,,,,Issued
FM,ABC Local Radio,Imangara,8ABCRR,104.1,Retransmission,V,10,OD,20,,,1130178,1142182,133811,Broadcast Site IMANGARA,53,466657,7672066,21 03 06S,134 40 44E,NT,,,,,Issued
FM,ABC Radio National,Imangara,8ABCRN,107.7,Retransmission,V,10,OD,20,,,1130299,1182752,3026,Broadcast Site ALI CURUNG,53,439000,7678000,20 59 51S,134 24 47E,NT,,,,,Issued
FM,National Indigenous Radio Service,Imanpa,8ACR,106.1,Community,M,10,OD,10,,,10003019,1154026,151539,Broadcast Site Mt Ebenezer Station IMANPA,53,254997,7218596,25 07 42S,132 34 11E,NT,10119,IMANPA RA1,220,,Issued
FM,National Indigenous Radio Service,Indulkana,5ACR,106.1,Community,M,10,OD,10,,,10002894,1154027,151463,Broadcast Site Media Centre INDULKANA,53,332897,7016096,26 58 01S,133 18 59E,SA,10154,INDULKANA RA1,223,,Issued
FM,,Ingham,,96.9,HPON,V,30,OD,300,,,10007655,1154749,151730,Broadcast Site MT MERCER,55,417086,7933153,18 41 28S,146 12 49E,QLD,,,,,Issued
FM,Rebel FM,Inglewood,4RBL,97.3,Commercial,M,20,OD,1000,,,10013046,1145533,402174,Inglewood Shire Council Site BRACKER FOREST,56,313250,6841850,28 32 12S,151 05 29E,QLD,10216,REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1,459,,Issued
FM,,Inglewood,,98.1,HPON,M,20,OD,1000,,,10013215,1171020,402174,Inglewood Shire Council Site BRACKER FOREST,56,313250,6841850,28 32 12S,151 05 29E,QLD,,,,,Issued
FM,National Indigenous Radio Service,Injinoo,4ACR,107.1,Community,M,10,OD,20,,,10003486,1154561,40884,Broadcast Site Community Centre INJINOO,54,644725,8793740,10 54 33S,142 19 27E,QLD,10192,INJINOO RA1,225,,Issued
FM,,Injune,,101.9,HPON,M,30,OD,100,,,10004029,1171074,15036,Broadcast Site Barcoola Homestead 6 km SW of INJUNE,55,652200,7135900,25 53 14S,148 31 09E,QLD,,,,,Issued
FM,SBS Radio,Injune,4SBSFM,102.7,Retransmission,V,20,OD,100,,,9737001,1181048,15036,Broadcast Site Barcoola Homestead 6 km SW of INJUNE,55,652200,7135900,25 53 14S,148 31 09E,QLD,,,,,Issued
FM,ABC Local Radio,Injune,4ABCRR,105.9,National,M,33,OD,200,,,10003867,1198716,15036,Broadcast Site Barcoola Homestead 6 km SW of INJUNE,55,652200,7135900,25 53 14S,148 31 09E,QLD,,,,,Issued
FM,ABC Radio National,Injune,4ABCRN,107.5,National,M,33,OD,200,,,10003866,1198756,15036,Broadcast Site Barcoola Homestead 6 km SW of INJUNE,55,652200,7135900,25 53 14S,148 31 09E,QLD,,,,,Issued
FM,,Innisfail,,97.3,HPON,M,30,OD,25,,,10008093,1154763,152715,Broadcast Site 11 Lilly St INNISFAIL,55,396883,8061854,17 31 37S,146 01 42E,QLD,,,,,Issued
FM,Kool FM,Innisfail,4ZKZ,98.3,Commercial,V,100,DA,20000,,,10007531,1151394,152493,Broadcast/Comm Site Cowley Hill COWLEY,55,399798,8042683,17 42 02S,146 03 18E,QLD,10319,INNISFAIL RA1,451,,Issued
FM,,Inverell,,92.7,HPON,M,30,OD,1000,,,10008099,1155271,6855,Broadcast Australia Tower off Kings Plains Road INVERELL,56,320987,6704974,29 46 21S,151 08 54E,NSW,,,,,Issued
FM,ABC NewsRadio,Inverell,2PNN,93.5,National,M,30,OD,10000,,,10005041,1566070,150296,Broadcast Site Table Top Mountain INVERELL,56,313600,6704400,29 46 35S,151 04 18E,NSW,,,,,Issued
FM,Gem FM,Inverell,2GEM,95.1,Commercial,M,30,OD,10000,,,10004859,1136257,150296,Broadcast Site Table Top Mountain INVERELL,56,313600,6704400,29 46 35S,151 04 18E,NSW,10322,INVERELL RA1,379,,Issued
FM,River 94.9,Ipswich,4MIX,94.9,Commercial,M,60,DA,50000,,,10010256,1384862,14187,Broadcast Site THE KNOBBY,56,459560,6957680,27 30 14S,152 35 26E,QLD,1121,IPSWICH RA1,455,,Issued
FM,ABC Radio National,Isisford,4ABCRN,107.7,National,M,34,OD,79,,,10003869,1198770,151558,Broadcast Site 1 km N of ISISFORD,55,239869,7315696,24 14 59S,144 26 17E,QLD,,,,,Issued
FM,ABC Classic FM,Ivanhoe,2ABCFM,101.3,Retransmission,V,86,OD,50,,,1130593,1143040,53706,Broadcast Site 3km SW of IVANHOE,55,245253,6354021,32 55 20S,144 16 32E,NSW,,,,,Issued
FM,SBS Radio,Ivanhoe,2SBSFM,102.9,Retransmission,V,20,OD,100,,,1133351,1916530,153581,Community Broadcast Site Ivanhoe Town Hall IVANHOE,55,247220,6356510,32 54 01S,144 17 50E,NSW,,,,,Issued
FM,ABC Local Radio,Ivanhoe,2ABCRR,106.1,National,M,65,OD,50,,,10002950,1198648,53706,Broadcast Site 3km SW of IVANHOE,55,245253,6354021,32 55 20S,144 16 32E,NSW,,,,,Issued
FM,ABC Radio National,Ivanhoe,2ABCRN,107.7,National,M,70,OD,50,,,10003999,1198652,53706,Broadcast Site 3km SW of IVANHOE,55,245253,6354021,32 55 20S,144 16 32E,NSW,,,,,Issued
FM,Sun FM,Jabiru,8TFM,96.5,Community,M,30,OD,50,,,10003393,1567517,3169,Telstra Repeater Site Gregory Place JABIRU,53,264686,8598275,12 40 15S,132 49 59E,NT,10164,DARWIN RA3,498,,Issued
FM,Flow FM,Jabiru,8SAT,100.5,Commercial,M,30,OD,250,,,10013958,1183061,41246,Gregory Place JABIRU,53,264700,8598300,12 40 14S,132 50 00E,NT,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,496,,Issued
FM,ABC NewsRadio,Jabiru,8PNN,102.1,Retransmission,M,40,OD,150,,,1131055,1147343,3163,Broadcast/Council Site Water Tank JABIRU,53,264209,8597925,12 40 26S,132 49 44E,NT,,,,,Issued
FM,,Jabiru,,103.7,HPON,M,30,OD,25,,,10004017,1153484,3169,Telstra Repeater Site Gregory Place JABIRU,53,264686,8598275,12 40 15S,132 49 59E,NT,,,,,Issued
FM,Triple J,Jabiru,8JJJ,105.3,Retransmission,M,40,OD,50,,,8021001,1156553,3169,Telstra Repeater Site Gregory Place JABIRU,53,264686,8598275,12 40 15S,132 49 59E,NT,,,,,Issued
FM,ABC Radio National,Jabiru,8ABCRN,107.7,National,M,84,OD,40,,,10003174,1198382,3169,Telstra Repeater Site Gregory Place JABIRU,53,264686,8598275,12 40 15S,132 49 59E,NT,,,,,Issued
FM,Flow FM,Jacinth-Ambrosia Project,8SAT,100.5,Retransmission,V,20,OD,25,,,1133145,1912038,9008806,Jacinth Ambrosia Site 195km NW of Ceduna GREAT VICTORIA DESERT,53,232335,6577530,30 54 19S,132 11 58E,SA,,,,,Issued
FM,Triple J,Jacinth-Ambrosia Project,5JJJ,105.3,Retransmission,V,20,OD,25,,,1133146,1912037,9008806,Jacinth Ambrosia Site 195km NW of Ceduna GREAT VICTORIA DESERT,53,232335,6577530,30 54 19S,132 11 58E,SA,,,,,Issued
FM,Spirit,Jack Hills Mine,6SAT,88.5,Retransmission,V,10,OD,30,,,1131432,1184859,9001585,Broadcast Site Jack Hills Mine 138 km NW of MEEKATHARRA,50,526735,7121755,26 01 22S,117 16 02E,WA,,,,,Issued
FM,ABC Local Radio,Jack Hills Mine,6ABCRR,91.9,Retransmission,V,10,OD,30,,,1131431,1184860,9001585,Broadcast Site Jack Hills Mine 138 km NW of MEEKATHARRA,50,526735,7121755,26 01 22S,117 16 02E,WA,,,,,Issued
FM,Red FM,Jack Hills Mine,6FMS,94.3,Retransmission,V,10,OD,30,,,1131433,1184858,9001585,Broadcast Site Jack Hills Mine 138 km NW of MEEKATHARRA,50,526735,7121755,26 01 22S,117 16 02E,WA,,,,,Issued
FM,Triple J,Jack Hills Mine,6JJJ,96.7,Retransmission,V,0,OD,30,,,1131434,1184857,9001585,Broadcast Site Jack Hills Mine 138 km NW of MEEKATHARRA,50,526735,7121755,26 01 22S,117 16 02E,WA,,,,,Issued
FM,ABC Local Radio,Jackson Oil Field,4ABCRR,102.9,Retransmission,V,18,OD,20,,,9748001,1191498,14957,Santos Oil Field Site JACKSON,54,638018,6942213,27 38 13S,142 23 56E,QLD,,,,,Issued
FM,Triple J,Jackson Oil Field,4JJJ,106.1,Retransmission,V,20,OD,8,,,9746001,1139588,14957,Santos Oil Field Site JACKSON,54,638018,6942213,27 38 13S,142 23 56E,QLD,,,,,Issued
FM,ABC Local Radio,Jackson Oil Field,4ABCRR,107.7,Retransmission,V,18,OD,10,,,1415010,1154857,14957,Santos Oil Field Site JACKSON,54,638018,6942213,27 38 13S,142 23 56E,QLD,,,,,Issued
FM,ABC Local Radio,Jameison,6ABCRR,106.1,Retransmission,V,15,OD,0.2,,,1359014,1153812,151516,Broadcast Site Mantamaru JAMESON,52,366005,7138596,25 51 53S,127 39 45E,WA,,,,,Issued
FM,ABC Capricornia,Jellimbah Central Mine,4QD,104.9,Retransmission,V,40,OD,250,,,1133850,1930097,402505,Jellinbah Central Mine BLUFF,55,699575,7412077,23 23 19S,148 57 10E,QLD,,,,,Issued
FM,Hot FM,Jellimbah Central Mine,4MKY,106.5,Retransmission,V,40,OD,250,,,1133851,1930096,402505,Jellinbah Central Mine BLUFF,55,699575,7412077,23 23 19S,148 57 10E,QLD,,,,,Issued
FM,SBS Radio,Jericho,4SBSFM,101.7,Retransmission,V,40,OD,30,,,1133252,1916248,151588,Broadcast Site Water Tower Darwin St JERICHO,55,411080,7389315,23 36 15S,146 07 42E,QLD,,,,,Issued
FM,ABC Radio National,Jericho,4ABCRN,107.7,National,M,80,OD,320,,,10003870,1198771,15272,Broadcast/Telstra Site 13 km E of JERICHO,55,424012,7386924,23 37 35S,146 15 18E,QLD,,,,,Issued
FM,SBS Radio,Jerilderie,2SBSFM,91.7,Retransmission,M,30,OD,150,,,1131535,1183612,9942,Jerilderie Street JERILDERIE,55,384050,6086630,35 21 24S,145 43 25E,NSW,,,,,Issued
FM,ABC Radio National,Jerilderie,2ABCRN,94.1,National,M,71,DA,2000,,,10003531,1198606,9941,Broadcast Site 6km West of JERILDERIE,55,378195,6087924,35 20 39S,145 39 34E,NSW,,,,,Issued
FM,,Jerilderie,,94.9,HPON,M,30,OD,10,,,10007598,1154979,34825,64 Mahonga St JERILDERIE,55,384500,6086500,35 21 28S,145 43 43E,NSW,,,,,Issued
FM,National Indigenous Radio Service,Jigalong,6ACR,106.1,Community,M,10,OD,20,,,10000740,1154028,151607,Broadcast Site JIGGALONG,51,273119,7414909,23 21 34S,120 46 50E,WA,10022,JIGALONG RA1,228,,Issued
FM,ABC Local Radio,Jim Jim,8ABCRR,105.9,Retransmission,V,10,OD,20,,,1777002,1153813,1431,Broadcast Site Jim Jim Ranger Station JIM JIM,53,235200,8567200,12 56 57S,132 33 33E,NT,,,,,Issued
FM,Red FM,Jimblebar Mine,6FMS,97.5,Retransmission,V,45,OD,20,,,1130771,1147154,9000559,Orebody 18 Terminal 33 km E of NEWMAN,51,197099,7414453,23 21 05S,120 02 15E,WA,,,,,Issued
FM,ABC Local Radio,Jimblebar Mine,6ABCRR,99.9,Retransmission,V,45,OD,20,,,1130773,1147153,9000559,Orebody 18 Terminal 33 km E of NEWMAN,51,197099,7414453,23 21 05S,120 02 15E,WA,,,,,Issued
FM,Snow FM,Jindabyne,2SKI,94.7,Commercial,M,35,OD,2000,,,10005249,1151873,9741,Broadcast Site JINDERBOINE HILL,55,649200,5970100,36 24 09S,148 39 50E,NSW,10345,COOMA RA1,388,,Issued
FM,ABC South East NSW,Jindabyne,2CP,95.5,National,M,27,OD,50,,,4009002,1198611,9741,Broadcast Site JINDERBOINE HILL,55,649200,5970100,36 24 09S,148 39 50E,NSW,,,,,Issued
FM,SBS Radio,Jindabyne,2XL,96.3,Commercial,M,35,DA,2000,,,4138004,1384857,9741,Broadcast Site JINDERBOINE HILL,55,649200,5970100,36 24 09S,148 39 50E,NSW,4138,COOMA RA1,388,,Issued
FM,ABC Radio National,Jindabyne,2ABCRN,97.1,National,M,27,OD,50,,,4978003,1198614,9741,Broadcast Site JINDERBOINE HILL,55,649200,5970100,36 24 09S,148 39 50E,NSW,,,,,Issued
FM,,Jindabyne,,102.7,HPON,M,35,DA,2000,,,10008342,1170209,9741,Broadcast Site JINDERBOINE HILL,55,649200,5970100,36 24 09S,148 39 50E,NSW,,,,,Issued
FM,SBS Radio,Jindabyne,2SBSFM,104.3,Retransmission,M,20,OD,50,,,1131542,1183617,9740,Southern Cross Broadcast Site JINDERBOINE HILL,55,649165,5970070,36 24 10S,148 39 48E,NSW,,,,,Issued
FM,Triple J,Jindabyne,2JJJ,105.9,Retransmission,M,20,OD,50,,,1131103,1147341,9740,Southern Cross Broadcast Site JINDERBOINE HILL,55,649165,5970070,36 24 10S,148 39 48E,NSW,,,,,Issued
FM,ABC Classic FM,Jindabyne,2ABCFM,107.5,Retransmission,M,20,OD,50,,,1131095,1147342,9740,Southern Cross Broadcast Site JINDERBOINE HILL,55,649165,5970070,36 24 10S,148 39 48E,NSW,,,,,Issued
FM,Monaro FM,Jindabyne (town),2MNO,93.9,Community,V,12,OD,100,,,10008250,1170754,9742,RTA Site KALKITE,55,649200,5977350,36 20 14S,148 39 44E,NSW,1150162,COOMA RA2,722,,Issued
FM,Rebel FM,Julia Creek,4RBL,99.5,Commercial,V,40,OD,100,,,1133281,1158259,20107,Mckinlay Shire Council Site Water Tower Burke Street JULIA CREEK,54,577018,7715432,20 39 31S,141 44 21E,QLD,10216,REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1,459,,Issued
FM,ABC Radio National,Julia Creek,4ABCRN,107.5,National,M,60,OD,50,,,10003934,1198757,20087,Telstra Radio Terminal JULIA CREEK,54,576914,7715974,20 39 14S,141 44 18E,QLD,,,,,Issued
FM,SBS Radio,Jundah,4SBSFM,97.7,Retransmission,V,15,OD,30,,,1131514,1188043,18343,Broadcast Site Garrick St JUNDAH,54,708100,7251900,24 50 00S,143 03 33E,QLD,,,,,Issued
FM,ABC Radio National,Jundah,4ABCRN,100.9,Retransmission,V,15,OD,30,,,1130727,1143021,18343,Broadcast Site Garrick St JUNDAH,54,708100,7251900,24 50 00S,143 03 33E,QLD,,,,,Issued
FM,ABC Local Radio,Jundee Mine,6ABCRR,102.5,Retransmission,V,10,OD,25,,,10008416,1152103,138612,Broadcast Mast Managers Office Jundee Mine Accommodation Village JUNDEE MINE,51,264200,7078280,26 23 45S,120 38 10E,WA,,,,,Issued
FM,Spirit,Jundee Mine,6SAT,104.1,Retransmission,V,10,OD,25,,,10005326,1153842,138612,Broadcast Mast Managers Office Jundee Mine Accommodation Village JUNDEE MINE,51,264200,7078280,26 23 45S,120 38 10E,WA,,,,,Issued
FM,Red FM,Jundee Mine,6FMS,105.7,Retransmission,V,10,OD,25,,,10005321,1151421,138612,Broadcast Mast Managers Office Jundee Mine Accommodation Village JUNDEE MINE,51,264200,7078280,26 23 45S,120 38 10E,WA,,,,,Issued
FM,Triple J,Jundee Mine,6JJJ,107.3,Retransmission,V,10,OD,25,,,1133355,1916253,138612,Broadcast Mast Managers Office Jundee Mine Accommodation Village JUNDEE MINE,51,264200,7078280,26 23 45S,120 38 10E,WA,,,,,Issued
FM,2AAA,Junee,2AAA,97.9,Community,M,15,OD,20,,,10014579,1182781,101879,Broadcast Site Water Tower Beach St JUNEE,55,552585,6140464,34 52 36S,147 34 31E,NSW,3039,WAGGA WAGGA RA3,1289,,Issued
FM,SBS Radio,Junee,2SBSFM,98.7,Retransmission,M,15,OD,150,,,1132147,1183611,101879,Broadcast Site Water Tower Beach St JUNEE,55,552585,6140464,34 52 36S,147 34 31E,NSW,,,,,Issued
FM,Triple J,Jurien,6JJJ,96.7,Retransmission,V,40,OD,100,,,1130174,1159616,138453,Works Depot Shire of Dandaragan Lot 663 Carmella St JURIEN BAY JURIEN BAY,50,312387,6646826,30 17 44S,115 02 56E,WA,,,,,Issued
FM,ABC Classic FM,Jurien,6ABCFM,98.3,Retransmission,V,40,OD,100,,,1130175,1159614,138453,Works Depot Shire of Dandaragan Lot 663 Carmella St JURIEN BAY JURIEN BAY,50,312387,6646826,30 17 44S,115 02 56E,WA,,,,,Issued
FM,Red FM,Jurien,6FMS,103.1,Commercial,V,20,OD,300,,,10002388,1384896,30664,Broadcast Site Bashford St opposite Hastings St JURIEN,50,312000,6646000,30 18 11S,115 02 41E,WA,10354,REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1,477,,Issued
FM,Spirit,Jurien,6SAT,104.7,Commercial,V,20,OD,150,,,10002389,1158234,30664,Broadcast Site Bashford St opposite Hastings St JURIEN,50,312000,6646000,30 18 11S,115 02 41E,WA,10018,REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1,477,,Issued
FM,ABC Radio National,Jurien,6ABCRN,107.9,National,M,19,OD,200,,,10002397,1198562,30670,Broadcast Site 4 km NE of JURIEN BAY,50,314048,6648224,30 17 00S,115 03 59E,WA,,,,,Issued
FM,KCR FM,Kalamunda,6KCR,102.5,Community,V,20,OD,200,,,10010199,1170763,152976,Broadcast Site 17 Mead St KALAMUNDA,50,410880,6461945,31 58 30S,116 03 24E,WA,1150744,KALAMUNDA RA1,790,,Issued
FM,Red FM,Kalbarri,6FMS,102.9,Commercial,M,18,OD,50,,,10001115,1384887,31148,Broadcast Site Rochester St KALBARRI,50,221307,6932100,27 42 23S,114 10 25E,WA,10354,REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1,477,,Issued
FM,Spirit,Kalbarri,6SAT,104.5,Commercial,M,18,OD,50,,,10001113,1158235,31148,Broadcast Site Rochester St KALBARRI,50,221307,6932100,27 42 23S,114 10 25E,WA,10018,REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1,477,,Issued
FM,,Kalbarri,,105.3,HPON,M,30,OD,20,,,10005315,1152318,31148,Broadcast Site Rochester St KALBARRI,50,221307,6932100,27 42 23S,114 10 25E,WA,,,,,Issued
FM,ABC Local Radio,Kalbarri,6ABCRR,106.1,National,M,19,OD,50,,,10001111,1198521,31148,Broadcast Site Rochester St KALBARRI,50,221307,6932100,27 42 23S,114 10 25E,WA,,,,,Issued
FM,ABC Radio National,Kalbarri,6ABCRN,107.7,National,M,19,OD,50,,,10001109,1198553,31148,Broadcast Site Rochester St KALBARRI,50,221307,6932100,27 42 23S,114 10 25E,WA,,,,,Issued
FM,Hot FM,Kalgoorlie,6KAR,91.9,Retransmission,V,6,OD,10,,,1132515,1190614,136814,Harvey House KCGM Mine Site Black Street Kalgoorlie,51,357553,6593553,30 46 56S,121 30 40E,WA,,,,,Issued
FM,Radio West,Kalgoorlie,6KG,92.7,Retransmission,V,6,OD,10,,,1132514,1190615,136814,Harvey House KCGM Mine Site Black Street Kalgoorlie,51,357553,6593553,30 46 56S,121 30 40E,WA,,,,,Issued
FM,Triple J,Kalgoorlie,6JJJ,93.5,Retransmission,V,6,OD,10,,,1132804,1901207,136814,Harvey House KCGM Mine Site Black Street Kalgoorlie,51,357553,6593553,30 46 56S,121 30 40E,WA,,,,,Issued
FM,ABC Goldfields,Kalgoorlie,6GF,94.3,Retransmission,V,6,OD,10,,,1132805,1901208,136814,Harvey House KCGM Mine Site Black Street Kalgoorlie,51,357553,6593553,30 46 56S,121 30 40E,WA,,,,,Issued
FM,ABC Classic FM,Kalgoorlie,6ABCFM,95.5,National,M,47,DA,6000,,,10000251,1150246,29450,Broadcast Site Peters Hill 4km NW of KALGOORLIE,51,350503,6600553,30 43 06S,121 26 19E,WA,,,,,Issued
FM,ABC Radio National,Kalgoorlie,6ABCRN,97.1,National,M,47,DA,6000,,,10000249,1150248,29450,Broadcast Site Peters Hill 4km NW of KALGOORLIE,51,350503,6600553,30 43 06S,121 26 19E,WA,,,,,Issued
FM,Hot FM,Kalgoorlie,6KAR,97.9,Commercial,M,45,OD,6000,,,10005179,1152732,151313,Broadcast Site 3 km NE of KALGOORLIE,51,356304,6598604,30 44 12S,121 29 56E,WA,10006,KALGOORLIE RA1,479,,Issued
FM,Triple J,Kalgoorlie,6JJJ,98.7,National,M,47,DA,6000,,,10000248,1150250,29450,Broadcast Site Peters Hill 4km NW of KALGOORLIE,51,350503,6600553,30 43 06S,121 26 19E,WA,,,,,Issued
