Band,On Air ID,Area Served,Callsign,Frequency(kHz),Purpose,Polarisation,Antenna Height (m),Antenna Pattern,Maximum ERP (W),Maximum CMF (V),Transmitter Power (W),Technical Specification Number,Licence Number,Site Id,Site Name,Zone,Easting,Northing,Latitude,Longitude,State,BSL,Licence Area,Licence Area ID,Hours of Operation,Status
FM,Breeze FM,Beaudesert,4BRZ,92.1,Commercial,M,30,DA,5000,,,10010216,1158095,153026,4TAB/SUN FM Site MT DUNSINANE,56,503874,6910755,27 55 41S,153 02 22E,QLD,1150711,REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1,459,,Issued
FM,Beau FM,Beaudesert,4BSR,101.5,Community,M,30,OD,1000,,,10010215,1170685,14030,Water Tower Brayford Park BEAUDESERT,56,502500,6903000,27 59 53S,153 01 32E,QLD,1150712,BEAUDESERT RA1,737,,Issued
FM,Triple J,Bedourie,4JJJ,99.7,Retransmission,M,14,OD,25,,,9661001,1147662,152695,Broadcast Site Water Tower Wodonga St BEDOURIE,54,344530,7304670,24 21 48S,139 28 02E,QLD,,,,,Issued
FM,SBS Radio,Bedourie,4SBSFM,102.9,Retransmission,M,15,OD,25,,,9659001,1146538,20432,Broadcast Site Herbert St BEDOURIE,54,344830,7305090,24 21 34S,139 28 12E,QLD,,,,,Issued
FM,ABC Local Radio,Bedourie,4ABCRR,106.1,National,M,34,OD,50,,,10003853,1198719,20432,Broadcast Site Herbert St BEDOURIE,54,344830,7305090,24 21 34S,139 28 12E,QLD,,,,,Issued
FM,ABC Radio National,Bedourie,4ABCRN,107.7,National,M,34,OD,50,,,10003852,1198763,20432,Broadcast Site Herbert St BEDOURIE,54,344830,7305090,24 21 34S,139 28 12E,QLD,,,,,Issued
FM,Edge FM,Bega,2BAR,93.7,Community,M,20,DA,1000,,,10013104,1170156,9164,Commsite 5.8 km ENE of Bega DOCTOR GEORGE MOUNTAIN,55,759560,5938810,36 39 38S,149 54 14E,NSW,1150188,BEGA RA2,731,,Issued
FM,Power FM,Bega,2EEE,102.5,Commercial,M,30,OD,5000,,,10004650,1151345,9162,Broadcast Site 14.5 km N of Bega MUMBULLA MOUNTAIN,55,756450,5951600,36 32 47S,149 51 53E,NSW,10306,BEGA RA1,367,,Issued
FM,ABC Classic FM,Bega/Cooma,2ABCFM,99.3,National,M,116,DA,112000,,,3086601,1150273,9795,Broadcast/Comm Site BROWN MOUNTAIN,55,713160,5946872,36 35 59S,149 22 59E,NSW,,,,,Issued
FM,Triple J,Bega/Cooma,2JJJ,100.1,National,M,116,DA,112000,,,7631001,1153094,9795,Broadcast/Comm Site BROWN MOUNTAIN,55,713160,5946872,36 35 59S,149 22 59E,NSW,,,,,Issued
FM,ABC Radio National,Bega/Cooma,2ABCRN,100.9,National,M,116,DA,112000,,,4978001,1150276,9795,Broadcast/Comm Site BROWN MOUNTAIN,55,713160,5946872,36 35 59S,149 22 59E,NSW,,,,,Issued
FM,2 Triple B,Bellingen,2BBB,107.3,Community,M,20,OD,200,,,3041001,1385126,8011,Broadcast Site 1 km West of BELLINGEN,56,489000,6631000,30 27 10S,152 53 07E,NSW,3041,BELLINGEN RA1,391,,Issued
FM,,Benalla,,99.3,HPON,M,30,OD,10,,,10007965,1170826,152648,Broadcast Site BENALLA,55,408000,5954500,36 33 01S,145 58 19E,VIC,,,,,Issued
FM,Vision Australia Radio,Bendigo,3BPH,88.7,Community,M,101,OD,6600,,,10005657,1170346,11742,Broadcast Tower 26 km S of Bendigo MT ALEXANDER,55,260345,5902420,36 59 37S,144 18 25E,VIC,10257,BENDIGO RA2,407,,Issued
FM,ABC NewsRadio,Bendigo,3PNN,89.5,National,M,101,OD,10000,,,1132562,1922416,11742,Broadcast Tower 26 km S of Bendigo MT ALEXANDER,55,260345,5902420,36 59 37S,144 18 25E,VIC,,,,,Issued
FM,Triple J,Bendigo,3JJJ,90.3,National,M,101,DA,250000,,,10003808,1153095,11742,Broadcast Tower 26 km S of Bendigo MT ALEXANDER,55,260345,5902420,36 59 37S,144 18 25E,VIC,,,,,Issued
FM,ABC Local Radio,Bendigo,3ABCRR,91.1,National,M,101,DA,250000,,,10003806,1150222,11742,Broadcast Tower 26 km S of Bendigo MT ALEXANDER,55,260345,5902420,36 59 37S,144 18 25E,VIC,,,,,Issued
FM,Star FM,Bendigo,3BDG,91.9,Commercial,M,85,DA,120000,,,10004472,1170027,11742,Broadcast Tower 26 km S of Bendigo MT ALEXANDER,55,260345,5902420,36 59 37S,144 18 25E,VIC,10258,BENDIGO RA1,429,,Issued
FM,ABC Classic FM,Bendigo,3ABCFM,92.7,National,M,101,DA,250000,,,10003805,1150224,11742,Broadcast Tower 26 km S of Bendigo MT ALEXANDER,55,260345,5902420,36 59 37S,144 18 25E,VIC,,,,,Issued
FM,3BO,Bendigo,3BBO,93.5,Commercial,M,83,DA,120000,,,10003803,1384924,11742,Broadcast Tower 26 km S of Bendigo MT ALEXANDER,55,260345,5902420,36 59 37S,144 18 25E,VIC,10367,BENDIGO RA1,429,,Issued
FM,Fresh FM,Bendigo,3BBS,101.5,Community,M,90,OD,1000,,,1132563,1171468,11742,Broadcast Tower 26 km S of Bendigo MT ALEXANDER,55,260345,5902420,36 59 37S,144 18 25E,VIC,1130029,BENDIGO RA4,1267,,Issued
FM,,Bendigo (City),,95.7,Retransmission,V,101,OD,100,,,1133858,1926334,139525,Bendigo City Council Works Depot Adam St Bendigo,55,256354,5926027,36 46 48S,144 16 11E,VIC,,,,,Issued
FM,KLFM,Bendigo (City),3EON,96.5,Community,M,30,DA,1000,,,10009660,1170172,8000012,Broadcast Site Big Hill BENDIGO,55,254000,5916800,36 51 45S,144 14 25E,VIC,1150008,BENDIGO RA3,669,,Issued
FM,Easy Mix,Bendigo (City),3EL,98.3,Commercial,M,40,OD,100,,,10006081,1158819,300440,CETV Site Specimen Hill Reservoir SPECIMEN HILL,55,253900,5927400,36 46 01S,144 14 34E,VIC,10368,MARYBOROUGH (VIC) RA1,432,,Issued
FM,Central Victorian Gospel Radio,Bendigo (City),3WTL,105.1,Community,M,40,OD,150,,,1133091,1171569,300440,CETV Site Specimen Hill Reservoir SPECIMEN HILL,55,253900,5927400,36 46 01S,144 14 34E,VIC,1130052,BENDIGO RA5,1322,,Issued
FM,Phoenix FM,Bendigo (City),3PFM,106.7,Community,M,40,OD,150,,,1133092,1171469,300440,CETV Site Specimen Hill Reservoir SPECIMEN HILL,55,253900,5927400,36 46 01S,144 14 34E,VIC,1130053,BENDIGO RA5,1322,,Issued
FM,SBS Radio,Berridale,2SBSFM,88.3,Retransmission,M,20,OD,50,,,1131672,1183616,152408,Broadcast Site GYGEDERICK HILL,55,666300,5976500,36 20 31S,148 51 11E,NSW,,,,,Issued
FM,,Berrigan,,104.5,HPON,M,10,OD,10,,,10007976,1154976,152657,Broadcast Site BERRIGAN,55,392200,6053200,35 39 32S,145 48 32E,NSW,,,,,Issued
FM,Triple J,Beswick,8JJJ,102.5,Retransmission,V,10,OD,30,,,1130631,1143018,2176,Broadcast Site BESWICK,53,296500,8390000,14 33 19S,133 06 40E,NT,,,,,Issued
FM,National Indigenous Radio Service,Beswick,8ACR,105.7,Community,M,10,OD,10,,,10003454,1171190,2176,Broadcast Site BESWICK,53,296500,8390000,14 33 19S,133 06 40E,NT,10113,BESWICK RA1,184,,Issued
FM,ABC Local Radio,Bicheno,7ABCRR,89.7,National,M,30,DA,50,,,5570007,1150198,33477,Broadcast Site 1 km South of BICHENO,55,607443,5362404,41 52 58S,148 17 42E,TAS,,,,,Issued
FM,ABC Radio National,Bicheno,7ABCRN,91.3,National,M,30,DA,50,,,6683002,1150200,33477,Broadcast Site 1 km South of BICHENO,55,607443,5362404,41 52 58S,148 17 42E,TAS,,,,,Issued
FM,Star FM,Bicheno,7BOD,98.5,Community,M,30,OD,200,,,10014408,1171450,33490,Tas Ambulance Service Site near TV Translator Site BICHENO,55,607437,5362396,41 52 58S,148 17 41E,TAS,1150792,BREAK ODAY RA1,1153,,Issued
FM,ABC Local Radio,Bickerton Island,8ABCRR,105.7,Retransmission,V,15,OD,100,,,10009610,1155652,152964,Broadcast Site BICKERTON ISLAND,53,629185,8475960,13 46 58S,136 11 42E,NT,,,,,Issued
FM,CAAMA Radio,Bickerton Island,8KIN,106.5,Retransmission,V,5,OD,20,,,10009609,1155651,152964,Broadcast Site BICKERTON ISLAND,53,629185,8475960,13 46 58S,136 11 42E,NT,,,,,Issued
FM,Triple J,Billiluna,6JJJ,105.1,Retransmission,V,10,OD,15,,,1130725,1143464,151721,Broadcast Site Station Homestead BILLILUNA,52,358375,7837749,19 32 59S,127 38 59E,WA,,,,,Issued
FM,,Biloela,,90.1,HPON,V,24,OD,10,,,10008066,1171012,461264,Broadcast Site 124 Rainbow St BILOELA,56,247480,7299840,24 23 39S,150 30 36E,QLD,,,,,Issued
FM,ABC Local Radio,Biloela,4ABCRR,94.9,National,M,24,DA,10,,,10007076,1152400,17719,Telstra Radio Terminal BILOELA,56,249497,7299939,24 23 37S,150 31 48E,QLD,,,,,Issued
FM,Triple J,Birdsville,4JJJ,102.9,Retransmission,M,14,OD,20,,,9665001,1147663,151514,Broadcast Site Water Tower Eyre Developmental Road BIRDSVILLE,54,334830,7134540,25 53 53S,139 21 04E,QLD,,,,,Issued
FM,SBS Radio,Birdsville,4SBSFM,104.5,Retransmission,M,30,OD,25,,,9664001,1146537,15446,Broadcast Planning Site BIRDSVILLE,54,334500,7134100,25 54 08S,139 20 52E,QLD,,,,,Issued
FM,ABC Local Radio,Birdsville,4ABCRR,106.1,National,M,43,OD,50,,,10003855,1198720,15452,Telstra Radio Terminal BIRDSVILLE,54,335120,7134595,25 53 52S,139 21 15E,QLD,,,,,Issued
FM,ABC Radio National,Birdsville,4ABCRN,107.7,National,M,43,OD,50,,,10003854,1198764,15452,Telstra Radio Terminal BIRDSVILLE,54,335120,7134595,25 53 52S,139 21 15E,QLD,,,,,Issued
FM,West FM,Blackall,4LRE,95.1,Commercial,V,15,OD,100,,,10004425,1158275,15254,Shire Depot Rose Street BLACKALL,55,344300,7298200,24 25 18S,145 27 51E,QLD,10223,LONGREACH RA1,452,,Issued
FM,,Blackall,,98.3,HPON,M,15,OD,25,,,10004217,1152298,15254,Shire Depot Rose Street BLACKALL,55,344300,7298200,24 25 18S,145 27 51E,QLD,,,,,Issued
FM,4LG,Blackall,4LG,100.7,Commercial,V,15,OD,100,,,10004183,1151945,15254,Shire Depot Rose Street BLACKALL,55,344300,7298200,24 25 18S,145 27 51E,QLD,10221,LONGREACH RA1,452,,Issued
FM,SBS Radio,Blackall,4SBSFM,103.1,Retransmission,V,15,OD,100,,,1131060,1146260,15254,Shire Depot Rose Street BLACKALL,55,344300,7298200,24 25 18S,145 27 51E,QLD,,,,,Issued
FM,ABC Radio National,Blackall,4ABCRN,107.9,National,M,67,OD,50,,,10003856,1198783,15260,Broadcast Site 3 km ESE of BLACKALL,55,347485,7296995,24 25 58S,145 29 43E,QLD,,,,,Issued
FM,ABC Local Radio,Blackstone,6ABCRR,106.1,Retransmission,V,15,OD,0.2,,,1359015,1153782,29666,Bore (Papulankutja) BLACKSTONE,52,428441,7124088,26 00 00S,128 17 05E,WA,,,,,Issued
FM,SWR FM,Blacktown,2SWR,99.9,Community,M,30,DA,200,,,10008287,1170861,5027,Waterboard Tower Villiers Road HORSLEY PARK,56,301070,6250870,33 51 49S,150 50 58E,NSW,1150152,BLACKTOWN RA1,725,,Issued
FM,Hot FM,Blackwater,4HIT,90.3,Retransmission,M,33,OD,1000,,,10014645,1159624,17361,Telstra Site CUTLERS HILL,55,707340,7391265,23 34 32S,149 01 53E,QLD,,,,,Issued
FM,ABC Radio National,Blackwater,4ABCRN,94.3,National,M,33,OD,900,,,1345001,1198751,17361,Telstra Site CUTLERS HILL,55,707340,7391265,23 34 32S,149 01 53E,QLD,,,,,Issued
FM,,Blackwater,,97.5,HPON,M,30,OD,1000,,,5685008,1155134,17361,Telstra Site CUTLERS HILL,55,707340,7391265,23 34 32S,149 01 53E,QLD,,,,,Issued
FM,Triple J,Blackwater Mine,4JJJ,102.1,Retransmission,V,50,OD,200,,,1133522,1920167,17768,Ramp 48 BLACKWATER MINE,55,689629,7368078,23 47 14S,148 51 40E,QLD,,,,,Issued
FM,4HI,Blackwater Mine,4HI,103.7,Retransmission,V,30,OD,17,,,10008640,1153315,17321,Ramp 32 BLACKWATER MINE,55,683768,7374928,23 43 33S,148 48 09E,QLD,,,,,Issued
FM,ABC Radio National,Blackwater Mine,4ABCRN,105.3,Retransmission,V,40,OD,250,,,10013608,1158877,17768,Ramp 48 BLACKWATER MINE,55,689629,7368078,23 47 14S,148 51 40E,QLD,,,,,Issued
FM,Hot FM,Blackwater Mine,4HIT,106.9,Retransmission,M,40,OD,250,,,10014351,1159318,17768,Ramp 48 BLACKWATER MINE,55,689629,7368078,23 47 14S,148 51 40E,QLD,,,,,Issued
FM,4HI,Blair Athol,4HI,88.1,Commercial,M,20,OD,200,,,10007818,1384933,17973,Mine Water Tower BLAIR ATHOL MINE,55,555200,7490300,22 41 36S,147 32 14E,QLD,4176,EMERALD RA1,450,,Issued
FM,,Blair Athol,,97.5,HPON,V,80,OD,50,,,10012318,1171018,460332,New Ttr Site BLAIR ATHOL MINE,55,553347,7490408,22 41 33S,147 31 09E,QLD,,,,,Issued
FM,,Blair Athol,,98.3,HPON,V,80,OD,50,,,10012319,1171090,460332,New Ttr Site BLAIR ATHOL MINE,55,553347,7490408,22 41 33S,147 31 09E,QLD,,,,,Issued
FM,,Blair Athol,,99.9,HPON,V,80,OD,50,,,10012320,1171092,460332,New Ttr Site BLAIR ATHOL MINE,55,553347,7490408,22 41 33S,147 31 09E,QLD,,,,,Issued
FM,,Blair Athol,,100.7,HPON,V,80,OD,50,,,10012321,1171091,460332,New Ttr Site BLAIR ATHOL MINE,55,553347,7490408,22 41 33S,147 31 09E,QLD,,,,,Issued
FM,2BS,Blayney,2BS,89.3,Commercial,M,30,DA,1000,,,10013964,1159417,201534,Church Hill BLAYNEY,55,708969,6288551,33 31 19S,149 15 00E,NSW,10248,BATHURST RA1,364,,Issued
FM,Hot FM,Boddington,6NAN,94.9,Retransmission,V,30,OD,50,,,10010225,1188526,153326,Broadcasting Planning Site Mt Pleasant BODDINGTON,50,450737,6371748,32 47 28S,116 28 26E,WA,,,,,Issued
FM,ABC Perth,Boddington Gold Mine,6WF,95.9,Retransmission,V,30,OD,2,,,1133094,1906105,9007015,"WiFi Hill, Boddington Gold Mine Soldiers Road, 13 km WNW of BODDINGTON",50,438513,6375750,32 45 15S,116 20 37E,WA,,,,,Issued
FM,Hot FM,Boddington Gold Mine,6NAN,96.7,Retransmission,V,30,OD,2,,,1133095,1906106,9007015,"WiFi Hill, Boddington Gold Mine Soldiers Road, 13 km WNW of BODDINGTON",50,438513,6375750,32 45 15S,116 20 37E,WA,,,,,Issued
FM,ABC Local Radio,Bogantungan,4ABCRR,106.1,Retransmission,V,20,OD,20,,,7628001,1153784,151583,Broadcast Site Railway Station BOGANTUNGAN,55,529504,7384495,23 38 59S,147 17 21E,QLD,,,,,Issued
FM,SBS Radio,Boggabilla,2SBSFM,107.9,Retransmission,M,20,OD,100,,,1132656,1564051,136725,Corner Blown and North Streets BOGGABILLA,56,241869,6832885,28 36 19S,150 21 03E,NSW,,,,,Issued
FM,National Indigenous Radio Service,Boigu Island,4ACR,105.5,Community,M,10,OD,10,,,10003477,1154557,151843,Broadcast Site BOIGU ISLAND,54,634805,8977900,09 14 39S,142 13 37E,QLD,10185,BOIGU ISLAND RA1,187,,Issued
FM,SBS Radio,Bollon,4SBSFM,96.3,Retransmission,V,20,OD,30,,,1131513,1188100,136166,Broadcast Site 14 Main Street Bollon,55,547240,6898940,28 02 01S,147 28 50E,QLD,,,,,Issued
FM,Triple J,Bollon,4JJJ,99.5,Retransmission,V,20,OD,30,,,1131512,1188101,136166,Broadcast Site 14 Main Street Bollon,55,547240,6898940,28 02 01S,147 28 50E,QLD,,,,,Issued
FM,,Bombala,,90.9,HPON,M,20,OD,300,,,10008254,1170155,40714,Broadcast Site 7 km NNW of BOMBALA,55,697500,5919200,36 51 08S,149 12 54E,NSW,,,,,Issued
FM,Snow FM,Bombala,2SKI,91.7,Commercial,M,20,OD,1000,,,10008266,1159476,40714,Broadcast Site 7 km NNW of BOMBALA,55,697500,5919200,36 51 08S,149 12 54E,NSW,10345,COOMA RA1,388,,Issued
FM,SBS Radio,Bombala,2XL,92.5,Commercial,M,20,OD,1000,,,10008425,1159444,40714,Broadcast Site 7 km NNW of BOMBALA,55,697500,5919200,36 51 08S,149 12 54E,NSW,4138,COOMA RA1,388,,Issued
FM,ABC South East NSW,Bombala,2BA,94.1,National,M,20,OD,2000,,,4006002,1198605,40714,Broadcast Site 7 km NNW of BOMBALA,55,697500,5919200,36 51 08S,149 12 54E,NSW,,,,,Issued
FM,Monaro FM,Bombala,2MNO,103.7,Community,M,20,OD,100,,,10013018,1159158,136342,Council Water Tank Cnr Gunningrah Rd and Plunkett St BOMBALA BOMBALA,55,698580,5913363,36 54 16S,149 13 44E,NSW,1150162,COOMA RA2,722,,Issued
FM,ABC Local Radio,Bonalbo,2ABCRR,91.3,National,M,10,OD,50,,,3155002,1153096,8238,Bonalbo Translator Site BONALBO,56,464510,6818240,28 45 45S,152 38 11E,NSW,,,,,Issued
FM,ABC Radio National,Bonalbo,2ABCRN,92.1,National,M,10,OD,50,,,6298002,1150257,8238,Bonalbo Translator Site BONALBO,56,464510,6818240,28 45 45S,152 38 11E,NSW,,,,,Issued
FM,CAAMA Radio,Bookabie,8KIN,99.9,Retransmission,V,25,OD,20,,,10009067,1154870,152907,Broadcast Site Trevors Hill 3.5 km East of BOOKABIE,53,285092,6474638,31 50 37S,132 43 43E,SA,,,,,Issued
FM,SBS Radio,Boonah,4SBSFM,91.1,Retransmission,V,30,OD,30,,,1133181,1910784,153285,Broadcast Site Mt Alford Road Via Moogarah BOONAH,56,457430,6894400,28 04 30S,152 34 00E,QLD,,,,,Issued
FM,Rim FM,Boonah,4RIM,100.1,Community,M,30,OD,1000,,,10010274,1170793,14263,Telstra Site Foxs Hill Greenhills Rd BOONAH,56,473290,6899098,28 01 58S,152 43 41E,QLD,1150749,BOONAH RA1,1037,,Issued
FM,SBS Radio,Boorowa,2SBSFM,107.3,Retransmission,V,20,OD,100,,,1133439,1920975,9547,Radio Hut Mt Canemumbola BOOROWA,55,660700,6189500,34 25 24S,148 44 56E,NSW,,,,,Issued
FM,Triple J,Borden,6JJJ,103.5,Retransmission,V,22,OD,20,,,1130804,1145462,153083,Broadcast Site Community Sports Centre BORDEN,50,616863,6227880,34 04 59S,118 15 59E,WA,,,,,Issued
FM,5TCB,Bordertown,5TCB,106.1,Community,V,60,OD,1600,,,10005716,1385230,23646,Broadcast/CB Repeater Site Western Drive 2 km S of BORDERTOWN,54,480100,5979800,36 19 35S,140 46 42E,SA,10373,BORDERTOWN RA1,1114,,Renewal Pending
FM,Triple J,Borroloola,8JJJ,99.7,Retransmission,M,30,OD,250,,,1130601,1142646,2239,Broadcast Site Robinson Road BORROLOOLA,53,639609,8224523,16 03 18S,136 18 18E,NT,,,,,Issued
FM,8MAB,Borroloola,8MAB,102.9,Community,M,25,OD,50,,,10003455,1170244,2239,Broadcast Site Robinson Road BORROLOOLA,53,639609,8224523,16 03 18S,136 18 18E,NT,10149,BORROLOOLA RA1,769,,Issued
FM,ABC Local Radio,Borroloola,8ABCRR,106.1,National,M,32,OD,50,,,10003149,1198350,2239,Broadcast Site Robinson Road BORROLOOLA,53,639609,8224523,16 03 18S,136 18 18E,NT,,,,,Issued
FM,ABC Radio National,Borroloola,8ABCRN,107.7,National,M,27,OD,50,,,10003150,1198349,2239,Broadcast Site Robinson Road BORROLOOLA,53,639609,8224523,16 03 18S,136 18 18E,NT,,,,,Issued
FM,SBS Radio,Boulia,4SBSFM,101.3,Retransmission,V,45,OD,30,,,1132615,1564117,460880,Water Tower Herbert St BOULIA,54,387335,7465810,22 54 43S,139 54 05E,QLD,,,,,Issued
FM,Triple J,Boulia,4JJJ,104.5,Retransmission,V,45,OD,30,,,1132614,1564116,460880,Water Tower Herbert St BOULIA,54,387335,7465810,22 54 43S,139 54 05E,QLD,,,,,Issued
FM,ABC Local Radio,Boulia,4ABCRR,106.1,National,M,49,OD,50,,,10003859,1198721,151624,Broadcast Site Burke Street opp.School BOULIA,54,388180,7466200,22 54 30S,139 54 34E,QLD,,,,,Issued
FM,ABC Radio National,Boulia,4ABCRN,107.7,National,M,49,OD,50,,,10003857,1198765,151624,Broadcast Site Burke Street opp.School BOULIA,54,388180,7466200,22 54 30S,139 54 34E,QLD,,,,,Issued
FM,,Bourke,,94.5,HPON,V,15,OD,10,,,10004315,1171010,205912,LPON site 55 to 59 Short St BOURKE,55,398570,6671058,30 05 14S,145 56 50E,NSW,,,,,Issued
FM,,Bourke,,96.1,HPON,V,15,OD,10,,,10004314,1152699,250704,LPON Site Bowling Club cnr Mitchell Richard Sts BOURKE,55,397500,6670500,30 05 32S,145 56 10E,NSW,,,,,Issued
FM,SBS Radio,Bourke,2SBSFM,98.5,Retransmission,M,20,OD,500,,,1131052,1181045,250628,Rural Fire Service site MT OXLEY,55,426710,6658800,30 11 59S,146 14 18E,NSW,,,,,Issued
FM,Triple J,Bourke,2JJJ,100.1,Retransmission,M,20,OD,500,,,1130812,1145473,250628,Rural Fire Service site MT OXLEY,55,426710,6658800,30 11 59S,146 14 18E,NSW,,,,,Issued
FM,ABC Radio National,Bourke,2ABCRN,101.1,National,M,32,OD,20000,,,10004496,1153097,150201,Broadcast Site Mt Oxley BOURKE,55,426800,6658700,30 12 03S,146 14 22E,NSW,,,,,Issued
FM,Flow FM,Bourke,8SAT,102.5,Commercial,V,30,OD,3000,,,10014566,1183062,150201,Broadcast Site Mt Oxley BOURKE,55,426800,6658700,30 12 03S,146 14 22E,NSW,10147,REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1,496,,Issued
FM,Rebel FM,Bourke,4RBL,104.9,Commercial,V,30,OD,3000,,,10004310,1147322,250628,Rural Fire Service site MT OXLEY,55,426710,6658800,30 11 59S,146 14 18E,NSW,,,,,Issued
FM,2CUZ,Bourke,2CUZ,106.5,Community,M,30,OD,10000,,,10004309,1155210,150201,Broadcast Site Mt Oxley BOURKE,55,426800,6658700,30 12 03S,146 14 22E,NSW,10212,BOURKE RA2,767,,Issued
FM,Breeze FM,Bourke,4BRZ,107.3,Commercial,V,40,OD,1000,,,10014415,1933734,250628,Rural Fire Service site MT OXLEY,55,426710,6658800,30 11 59S,146 14 18E,NSW,1150711,REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1,459,,Issued
FM,ABC Radio National,Bowen,4ABCRN,92.7,National,M,21,OD,100,,,1133229,1153098,19229,Southern Cross Broadcasting Site Bowen Hill BOWEN,55,629443,7787163,20 00 28S,148 14 14E,QLD,,,,,Issued
FM,,Bowen,,93.5,HPON,V,18,OD,100,,,10008029,1154773,19229,Southern Cross Broadcasting Site Bowen Hill BOWEN,55,629443,7787163,20 00 28S,148 14 14E,QLD,,,,,Issued
FM,Gem FM,Bowen,4GEM,95.1,Community,M,18,OD,100,,,10007525,1171220,19229,Southern Cross Broadcasting Site Bowen Hill BOWEN,55,629443,7787163,20 00 28S,148 14 14E,QLD,1150017,BOWEN RA1,653,,Issued
FM,ABC NewsRadio,Bowen,4PNN,96.7,National,M,21,OD,100,,,1131041,1904830,19229,Southern Cross Broadcasting Site Bowen Hill BOWEN,55,629443,7787163,20 00 28S,148 14 14E,QLD,,,,,Issued
FM,4TO,Bowen,4TOO,98.3,Commercial,M,20,DA,2000,,,4185002,1154095,19235,Broadcast and Pagex Site SPROLE CASTLE,55,615500,7788550,19 59 46S,148 06 15E,QLD,4185,TOWNSVILLE RA1,545,,Issued
FM,Hot FM,Bowen,4RAM,107.9,Commercial,M,20,DA,2000,,,4168502,1384871,19235,Broadcast and Pagex Site SPROLE CASTLE,55,615500,7788550,19 59 46S,148 06 15E,QLD,4168,TOWNSVILLE RA1,545,,Issued
FM,2ST,Bowral,2ST,102.9,Commercial,M,40,OD,2000,,,10008494,1385014,9362,Council/Television Tower 100 Metres North of Gibraltar Trig Point Mount Gibraltar via MITTAGONG,56,263670,6183150,34 27 58S,150 25 37E,NSW,4133,NOWRA RA1,536,,Issued
FM,SBS Radio,Bowral,2WKT,107.1,Community,V,40,OD,320,,,1651001,1385159,9362,Council/Television Tower 100 Metres North of Gibraltar Trig Point Mount Gibraltar via MITTAGONG,56,263670,6183150,34 27 58S,150 25 37E,NSW,1651,BOWRAL RA1,344,,Issued
FM,Braidwood FM,Braidwood,2BRW,94.5,Community,M,30,OD,100,,,10013016,1170993,9722,Broadcast Site 2.8 km SW of Braidwood MT GILLAMATONG,55,751400,6072800,35 27 23S,149 46 12E,NSW,1150816,BRAIDWOOD RA1,1240,,Issued
FM,Red FM,Bremer Bay,6FMS,103.5,Retransmission,M,50,OD,20,,,10013761,1158988,601436,WABFB Site Tooreburrup Hill BREMER BAY,50,717800,6186200,34 26 34S,119 22 14E,WA,,,,,Issued
FM,Triple J,Bremer Bay,6JJJ,105.1,Retransmission,M,50,OD,25,,,1130176,1159655,601436,WABFB Site Tooreburrup Hill BREMER BAY,50,717800,6186200,34 26 34S,119 22 14E,WA,,,,,Issued
FM,SBS Radio,Brewarrina,2SBSFM,89.7,Retransmission,M,20,OD,100,,,1132589,1563438,11194,Water Treatment Plant Bokhara Street BREWARRINA,55,486900,6685100,29 57 53S,146 51 51E,NSW,,,,,Issued
FM,,Brewarrina,,96.1,HPON,V,15,OD,10,,,10004500,1152700,136479,Royal Hotel 25 Bathurst St BREWARRINA,55,485915,6685419,29 57 42S,146 51 14E,NSW,,,,,Issued
FM,Hot FM,Bridgetown,6BET,100.5,Commercial,V,45,OD,5000,,,10005729,1156716,27942,Broadcast Site Boronia Park 1847 Gommes Rd YORNUP,50,424074,6231032,34 03 30S,116 10 38E,WA,10073,BRIDGETOWN RA1,476,,Issued
FM,ABC Classic FM,Bright,3ABCFM,88.1,National,M,33,OD,50,,,10003507,1198450,150876,Broadcast Site Apex Lookout 1.5 km NE of BRIGHT,55,497499,5936495,36 43 01S,146 58 19E,VIC,,,,,Issued
FM,ABC Radio National,Bright,3ABCRN,88.9,National,M,33,OD,50,,,10003514,1152402,150876,Broadcast Site Apex Lookout 1.5 km NE of BRIGHT,55,497499,5936495,36 43 01S,146 58 19E,VIC,,,,,Issued
FM,ABC Goulburn Murray,Bright,3MRR,89.7,National,M,33,OD,50,,,10003513,1198452,150876,Broadcast Site Apex Lookout 1.5 km NE of BRIGHT,55,497499,5936495,36 43 01S,146 58 19E,VIC,,,,,Issued
FM,Edge FM,Bright,3NNN,92.1,Commercial,M,20,OD,50,,,10007920,1153258,11994,Apex Lookout Off Mount Porepunkah Road 1.5 km NE of BRIGHT,55,497510,5936440,36 43 03S,146 58 19E,VIC,10391,WANGARATTA RA1,437,,Issued
FM,Alpine Radio,Bright,3VKV,92.9,Retransmission,M,35,OD,50,,,1133759,1929230,150876,Broadcast Site Apex Lookout 1.5 km NE of BRIGHT,55,497499,5936495,36 43 01S,146 58 19E,VIC,,,,,Issued
FM,SBS Radio,Brisbane,4SBSFM,93.3,National,M,124,DA,96000,,,6878001,1198431,12752,Channel 2 Site MOUNT COOT-THA,56,494700,6961920,27 27 58S,152 56 47E,QLD,,,,,Issued
FM,96five,Brisbane,4FRB,96.5,Community,M,80,OD,12000,,,6254001,1170571,35087,Community Broadcast Park site The Summit MOUNT COOT-THA,56,494670,6962075,27 27 53S,152 56 45E,QLD,1150704,BRISBANE RA1,504,,Issued
